kernel,backend,device,precision,n,threads,gflops,mean_rel_error_f64,median_ms,min_ms,stddev_ms,block_size,repetitions,host,commit,timestamp
rayon-ikj,cpu,Apple M1 Pro,i64,2048,10,38.14792590867626,0.0,450.348709,421.20208399999996,25.00812788271356,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,2048,1,5.4993252542218345,0.0,3123.995834,3118.3019999999997,5.879133253391291,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,2048,2,11.007684700685502,0.0,1560.7159589999999,1551.7361250000001,4.068217722038975,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,2048,4,22.256000077085627,0.0,771.920791,771.2655000000001,2.364698343211855,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,2048,8,36.691766120246,0.0,468.221375,461.994542,4.39357333548974,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,2048,10,35.35447178617584,0.0,485.93199999999996,469.866125,15.470781736907048,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,2048,1,6.040734544370967,0.0,2844.003334,2837.5867919999996,14.751325638573505,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,2048,2,12.294871027395297,0.0,1397.3200000000002,1388.7455,5.28956551115404,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,2048,4,23.038242857102016,0.0,745.710916,744.516709,13.007860664865602,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,2048,8,36.845419377756684,0.0,466.26879199999996,438.722208,15.25257959159534,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,2048,10,36.21764312154164,0.0,474.350833,459.843292,11.757749337961185,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,2048,1,5.477304600114066,0.0,3136.555375,3104.172084,28.15183833059551,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,2048,2,11.040838307648036,0.0,1556.0294159999999,1551.993166,4.36106139793741,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,2048,4,22.343017490770084,0.0,768.914458,767.91775,0.9418060871759812,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,2048,8,38.35331572073752,0.0,447.93699999999995,439.40275,8.414505492327121,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,2048,10,38.012593345025756,0.0,451.952042,439.265041,16.748959647904854,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
naive-ijk,cpu,Apple M1 Pro,i64,4096,1,0.35416044342881925,0.0,388069.746416,387773.284167,203.51502232483918,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
ikj,cpu,Apple M1 Pro,i64,4096,1,6.17441547969511,0.0,22259.427459000002,22239.386875,17.263501764109673,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
tiled,cpu,Apple M1 Pro,i64,4096,1,5.72536015232578,0.0,24005.293958,23998.302875,5.4812937497578575,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,4096,1,6.174525776593647,0.0,22259.029834,22256.109958,3.5325588515578468,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,4096,2,12.320275271094873,0.0,11155.509958,11140.221542000001,9.3412659107951,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,4096,4,23.279168614761367,0.0,5903.945959,5878.635542,43.299169035699165,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,4096,8,34.67220499889832,0.0,3963.9519170000003,3893.496333,35.13647069044461,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-ikj,cpu,Apple M1 Pro,i64,4096,10,34.80848022748362,0.0,3948.433042,3867.0811249999997,51.673447340773876,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,4096,1,5.3541744969979135,0.0,25669.494625,25570.101292,72.35956533644841,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,4096,2,10.768083723428626,0.0,12763.548,12739.842792,22.9650922365887,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,4096,4,21.867605583688352,0.0,6285.048125,6280.008,4.594612226894473,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,4096,8,36.94967089132689,0.0,3719.6259170000003,3681.662958,43.81908709688136,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
rayon-tiled,cpu,Apple M1 Pro,i64,4096,10,36.929683092795834,0.0,3721.639125,3677.303167,24.442325707116858,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,4096,1,6.170539273422784,0.0,22273.410375,22261.171333,62.396198157162665,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,4096,2,12.354501516736683,0.0,11124.605334,11103.726292,24.878447918878923,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,4096,4,23.03219251656722,0.0,5967.254458,5912.497584000001,732.0768224085641,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,4096,8,32.23087969894947,0.0,4264.201125,4050.3237500000005,126.51720830931795,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-ikj,cpu,Apple M1 Pro,i64,4096,10,34.272208578156096,0.0,4010.215833,3932.359292,114.36456382097589,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,4096,1,5.3793991171906015,0.0,25549.127417,24227.928792,621.010224589514,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,4096,2,10.756196907716253,0.0,12777.653166,12773.015083,12.904190071976391,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,4096,4,21.922882248235798,0.0,6269.200916,6265.821333,11.438972454189292,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,4096,8,37.03642815962192,0.0,3710.91275,3685.720875,17.521091506576678,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
static-tiled,cpu,Apple M1 Pro,i64,4096,10,37.56896593097577,0.0,3658.310791,3610.385917,36.8862898007006,64,5,Pauls-MacBook-Pro,unknown,2026-09-16T22:06:56Z
